chrX	401438	401599
chrX	563661	563978
chrX	567383	567691
chrX	567790	567845
chrX	575152	575317
chrX	575819	575874
chrX	741068	741233
chrX	741732	741787
chrX	825181	825241
chrX	832949	833005
chrX	835034	835089
chrX	835616	835781
chrX	839444	839718
chrX	844262	844460
chrX	858060	858200
chrX	932437	932738
chrX	1052049	1052214
chrX	1131728	1131783
chrX	1132126	1132463
chrX	1625255	1625556
chrX	1653792	1653910
chrX	1776256	1776316
chrX	1959502	1959667
chrX	1960176	1960231
chrX	2012891	2013040
chrX	2014570	2014608
chrX	2019227	2019392
chrX	2021062	2021270
chrX	2032797	2032962
chrX	2037820	2037907
chrX	2042492	2042793
chrX	2043129	2043140
chrX	2043170	2043184
chrX	2304326	2304383
chrX	2304991	2305045
chrX	2305610	2305775
chrX	2527852	2527957
chrX	2527962	2528017
chrX	2528360	2528513
chrX	2528544	2528709
chrX	2577127	2577292
chrX	2577417	2577472
chrX	2608878	2609043
chrX	2609526	2609581
chrX	2828128	2828340
chrX	2849470	2849728
chrX	2850068	2850110
chrX	2863866	2864025
chrX	2864591	2864690
chrX	2959611	2959904
chrX	3000447	3000668
chrX	3022157	3022450
chrX	3022780	3022838
chrX	3214910	3214958
chrX	3215012	3215084
chrX	3393575	3393630
chrX	3394136	3394301
chrX	3781796	3781868
chrX	3897153	3897307
chrX	3897423	3897747
chrX	3898007	3898061
chrX	4188217	4188382
chrX	4188400	4188560
chrX	4193775	4193940
chrX	4193966	4194124
chrX	4194464	4194519
chrX	4443151	4443444
chrX	4443769	4443824
chrX	4550169	4550377
chrX	4628036	4628201
chrX	4628219	4628377
chrX	4694838	4695003
chrX	4758431	4758740
chrX	4759083	4759138
chrX	4764659	4764727
chrX	4765125	4765325
chrX	4783620	4783721
chrX	4783989	4784086
chrX	5244880	5245016
chrX	5245538	5245703
chrX	5265900	5266170
chrX	5268420	5268920
chrX	5269080	5269320
chrX	5283308	5283505
chrX	5554572	5554715
chrX	5559902	5559930
chrX	5745637	5745793
chrX	5801250	5801415
chrX	5814471	5814566
chrX	5838922	5838977
chrX	5839320	5839488
chrX	5839490	5839655
chrX	5842257	5842465
chrX	5842872	5842927
chrX	6008523	6008864
chrX	6009186	6009241
chrX	6020273	6020438
chrX	6080739	6080995
chrX	6081018	6081406
chrX	6111530	6112370
chrX	6114055	6114110
chrX	6114310	6114602
chrX	6201853	6202142
chrX	6211134	6211437
chrX	6211775	6211830
chrX	6240840	6244288
chrX	6453886	6454024
chrX	6468347	6468402
chrX	6468898	6469057
chrX	6708125	6708304
chrX	7099610	7099691
chrX	7111189	7111244
chrX	7110566	7110855
chrX	7250021	7250197
chrX	7250478	7250922
chrX	7251297	7252544
chrX	7295077	7295383
chrX	7317812	7318105
chrX	7397123	7397214
chrX	7422411	7422611
chrX	7438421	7438476
chrX	7438976	7439141
chrX	7500866	7501151
chrX	7501457	7501512
chrX	7560620	7560692
chrX	7560792	7560882
chrX	7617726	7617975
chrX	7647195	7647497
chrX	8165482	8165545
chrX	8165949	8166114
chrX	8510822	8510893
chrX	8511275	8511594
chrX	8591269	8591330
chrX	8644591	8644722
chrX	8644921	8645470
chrX	8940582	8940637
chrX	8940983	8941137
chrX	8941163	8941328
chrX	9009732	9009811
chrX	9039351	9039409
chrX	9072923	9073088
chrX	9073534	9073589
chrX	9129905	9129960
chrX	9130460	9130625
chrX	9140559	9140613
chrX	9141107	9141274
chrX	9173370	9175038
chrX	9175653	9175929
chrX	9176137	9176241
chrX	9415509	9415674
chrX	9416165	9416220
chrX	9634723	9634939
chrX	9641415	9641574
chrX	9687612	9687667
chrX	9688008	9688325
chrX	10040617	10040888
chrX	10209000	10209300
chrX	10227761	10227926
chrX	10527628	10527843
chrX	10635617	10640097
chrX	10672707	10673024
chrX	10673366	10673421
chrX	10818907	10819768
chrX	10820271	10822807
chrX	10839340	10839529
chrX	10907800	10907850
chrX	10907889	10908048
chrX	10997867	10998060
chrX	11003202	11003275
chrX	11095529	11095640
chrX	11293704	11294185
chrX	11324791	11324967
chrX	11348082	11348140
chrX	11348163	11348322
chrX	11405545	11407210
chrX	11505832	11505887
chrX	11506226	11506369
chrX	11506402	11506567
chrX	11507112	11507277
chrX	11507767	11507838
chrX	11511726	11511797
chrX	11671077	11672917
chrX	11673938	11674033
chrX	11682482	11682647
chrX	11683150	11683205
chrX	12092330	12092366
chrX	12191556	12191764
chrX	12237011	12237307
chrX	12237643	12237698
chrX	12376293	12376458
chrX	12783694	12783984
chrX	12841826	12842130
chrX	12842476	12842531
chrX	12844808	12844939
chrX	12845241	12845295
chrX	12943464	12943753
chrX	13068779	13068840
chrX	13170045	13170218
chrX	13400472	13400765
chrX	13422367	13422523
chrX	13435560	13435856
chrX	13436202	13436256
chrX	13440761	13440816
chrX	13441301	13441466
chrX	13523053	13523370
chrX	13523714	13523769
chrX	13540645	13540958
chrX	13556858	13556913
chrX	13557299	13557503
chrX	13574399	13574564
chrX	13575055	13575110
chrX	13580408	13580702
chrX	13809720	13809802
chrX	13809915	13809969
chrX	13810410	13810470
chrX	13838421	13838599
chrX	13838618	13838799
chrX	13847563	13847742
chrX	13840513	13844746
chrX	14170473	14170566
chrX	14238221	14238276
chrX	14238622	14238931
chrX	14299497	14299552
chrX	14299896	14300054
chrX	14300080	14300245
chrX	14364265	14364355
chrX	14490786	14490945
chrX	14575723	14575833
chrX	14793337	14793654
chrX	14867145	14867310
chrX	14875732	14875818
chrX	14875940	14876031
chrX	14921290	14921345
chrX	14921660	14921951
chrX	14932979	14933142
chrX	14933657	14933711
chrX	14940508	14940673
chrX	14975668	14975981
chrX	15158211	15158503
chrX	15369906	15369961
chrX	15370435	15370600
chrX	15398358	15398517
chrX	15713360	15713429
chrX	15815419	15815490
chrX	15913716	15913790
chrX	16144681	16144998
chrX	16145339	16145394
chrX	16173157	16173257
chrX	16222235	16222533
chrX	16406677	16406803
chrX	16633350	16633401
chrX	16634086	16634236
chrX	16797254	16797510
chrX	16920786	16921101
chrX	16921443	16921498
chrX	16969882	16969937
chrX	16970265	16970573
chrX	16970809	16970876
chrX	17044492	17044692
chrX	17052211	17052524
chrX	17076057	17076354
chrX	17078748	17078760
chrX	17097105	17097159
chrX	17097636	17097801
chrX	17116326	17116381
chrX	17116722	17117039
chrX	17192518	17192580
chrX	17230515	17230680
chrX	17231172	17231227
chrX	17387180	17387455
chrX	17429640	17429941
chrX	17440652	17440817
chrX	17441312	17441367
chrX	17454443	17454735
chrX	17485977	17488580
chrX	17489301	17489413
chrX	17489675	17489998
chrX	17653007	17653166
chrX	17933690	17933855
chrX	17934356	17934411
chrX	17960265	17960430
chrX	18080551	18080606
chrX	18080949	18080960
chrX	18081100	18081258
chrX	18248570	18248869
chrX	18607866	18608169
chrX	18654163	18654339
chrX	18917129	18917184
chrX	18917525	18917818
chrX	19030374	19030680
chrX	19112204	19112519
chrX	19280115	19280425
chrX	19280763	19280818
chrX	19568902	19569033
chrX	19714560	19714596
chrX	20148267	20148322
chrX	20148691	20148839
chrX	20187923	20188088
chrX	20312080	20312245
chrX	20319360	20319679
chrX	20454425	20454584
chrX	20506193	20506480
chrX	20536941	20537084
chrX	20790678	20790900
chrX	20941589	20941810
chrX	20966274	20966328
chrX	20966719	20967036
chrX	21021658	21021789
chrX	21021982	21022536
chrX	21288541	21288841
chrX	21289164	21289219
chrX	21291050	21291325
chrX	21291703	21291761
chrX	21294444	21294761
chrX	21392060	21392114
chrX	21392605	21392761
chrX	21392763	21392854
chrX	21392989	21393121
chrX	21810798	21810853
chrX	21811420	21811521
chrX	21834071	21834319
chrX	21906483	21906642
chrX	21931298	21932020
chrX	21975231	21975395
chrX	21975905	21975960
chrX	22072766	22072810
chrX	22436499	22436815
chrX	22437104	22437159
chrX	22444245	22444410
chrX	22569800	22569851
chrX	22610626	22610698
chrX	22609895	22610204
chrX	22612747	22612803
chrX	22612832	22612991
chrX	22750532	22750587
chrX	22750919	22751225
chrX	22811126	22811291
chrX	22853351	22853360
chrX	22856940	22857490
chrX	22862271	22862320
chrX	22885756	22886310
chrX	22886502	22886633
chrX	22886824	22887022
chrX	23067480	23067528
chrX	23249430	23249451
chrX	23256818	23256860
chrX	23600821	23601027
chrX	23601047	23601113
chrX	23602540	23606765
chrX	23609413	23609619
chrX	23670123	23670288
chrX	23673481	23673757
chrX	23776240	23776266
chrX	23788752	23788917
chrX	23809125	23809180
chrX	23809743	23809908
chrX	24007453	24008063
chrX	24199198	24199398
chrX	24228401	24228717
chrX	24389029	24389084
chrX	24389568	24389733
chrX	24604123	24604446
chrX	24604708	24604820
chrX	24605541	24608136
chrX	24985525	24985580
chrX	24985932	24986233
chrX	25052670	25052860
chrX	25112259	25114853
chrX	25115573	25115685
chrX	25115947	25116270
chrX	25124030	25124082
chrX	25124780	25124930
chrX	25126094	25126246
chrX	25127667	25128154
chrX	25162236	25162395
chrX	25281345	25283874
chrX	25284631	25284780
chrX	25308251	25308416
chrX	25439116	25439281
chrX	25439776	25439831
chrX	25445932	25445987
chrX	25446328	25446637
chrX	25522666	25522831
chrX	25523318	25523373
chrX	25523981	25524146
chrX	25664446	25664647
chrX	25834731	25834896
chrX	25897870	25898179
chrX	25947400	25947438
chrX	26433800	26433827
chrX	26433883	26433974
chrX	26449658	26449823
chrX	26480520	26480581
chrX	26482910	26483910
chrX	26485030	26485239
chrX	26504082	26504375
chrX	26518629	26518968
chrX	26519312	26519350
chrX	26842703	26842868
chrX	26843370	26843425
chrX	26866780	26866945
chrX	26866995	26867153
chrX	26867495	26867550
chrX	26876778	26877035
chrX	27169916	27170595
chrX	27332075	27332791
chrX	27332790	27333269
chrX	27402581	27402746
chrX	27474898	27475198
chrX	27499889	27500150
chrX	27810500	27810610
chrX	27947035	27949395
chrX	27965030	27965337
chrX	27965720	27966091
chrX	28104779	28104999
chrX	28163400	28163670
chrX	28174861	28175178
chrX	28175519	28175574
chrX	28240827	28241133
chrX	28310331	28310490
chrX	28311186	28311402
chrX	28432593	28432648
chrX	28432990	28433156
chrX	28433158	28433323
chrX	28456249	28456304
chrX	28456636	28456937
chrX	28477107	28477161
chrX	28477673	28477829
chrX	28477976	28478020
chrX	28607683	28607848
chrX	28871467	28871811
chrX	28875207	28875344
chrX	28877267	28877451
chrX	28997337	28997502
chrX	28997572	28997737
chrX	29053963	29054032
chrX	29119760	29119968
chrX	29120332	29120430
chrX	29126484	29126790
chrX	29127123	29127178
chrX	29169929	29170236
chrX	29180188	29180335
chrX	29193684	29193738
chrX	29194081	29194378
chrX	29217439	29217598
chrX	29396118	29396350
chrX	29474910	29474965
chrX	29475465	29475630
chrX	29554275	29554482
chrX	29554895	29554950
chrX	29636446	29636540
chrX	29727775	29728380
chrX	29734580	29734880
chrX	29736346	29736888
chrX	29740040	29740280
chrX	29740330	29740659
chrX	29743200	29743481
chrX	29743867	29745220
chrX	29745590	29745820
chrX	29747260	29747630
chrX	29750501	29750570
chrX	29780170	29780296
chrX	29780678	29780764
chrX	29782123	29782530
chrX	29782730	29783446
chrX	29784750	29784906
chrX	29786472	29787115
chrX	29787488	29787714
chrX	29784885	29786463
chrX	29788597	29788778
chrX	29788805	29789228
chrX	29789248	29790270
chrX	29790477	29790699
chrX	29791953	29792144
chrX	29792442	29793583
chrX	29797120	29797517
chrX	29797500	29798808
chrX	29798982	29799667
chrX	29799745	29800103
chrX	29800100	29800770
chrX	29803773	29803872
chrX	29804356	29805008
chrX	29805043	29805300
chrX	29805477	29806115
chrX	29801110	29803636
chrX	29816255	29816299
chrX	29856830	29857051
chrX	29902105	29902264
chrX	29902777	29902832
chrX	29977673	29977745
chrX	29977965	29978286
chrX	30172308	30172589
chrX	30345305	30345470
chrX	30441206	30441500
chrX	30552060	30552202
chrX	30561810	30561875
chrX	30599175	30599375
chrX	30636610	30636687
chrX	30657191	30657392
chrX	30718812	30718949
chrX	30848407	30848715
chrX	30882974	30883283
chrX	30883627	30883682
chrX	30987629	30987694
chrX	31007836	31008143
chrX	31008510	31008564
chrX	31137430	31137446
chrX	31149817	31149872
chrX	31150202	31150495
chrX	31163996	31164051
chrX	31164388	31164607
chrX	31201266	31201532
chrX	31221655	31221964
chrX	31310216	31310271
chrX	31310765	31310930
chrX	31348412	31348528
chrX	31398567	31398908
chrX	31399247	31399302
chrX	31425229	31425536
chrX	31500751	31501044
chrX	31517691	31517746
chrX	31517979	31518129
chrX	31518158	31518317
chrX	31532636	31532778
chrX	31612967	31613053
chrX	32119560	32119564
chrX	32120910	32120965
chrX	32142905	32143040
chrX	32143380	32143435
chrX	32144021	32144076
chrX	32144661	32144716
chrX	32243878	32244037
chrX	32244544	32244599
chrX	32246178	32246337
chrX	32246832	32246886
chrX	32272396	32272451
chrX	32272777	32273095
chrX	32280862	32281027
chrX	32282419	32282723
chrX	32282774	32283120
chrX	32284910	32285170
chrX	32300870	32300905
chrX	32314627	32314920
chrX	32317123	32317283
chrX	32355040	32355046
chrX	32458373	32458981
chrX	32466055	32466290
chrX	32466650	32466890
chrX	32469330	32470375
chrX	32583673	32583974
chrX	32694458	32694649
chrX	32736180	32736464
chrX	32737555	32738036
chrX	32734176	32735356
chrX	32756558	32756723
chrX	32756758	32756901
chrX	32799728	32799845
chrX	32876956	32877121
chrX	32877618	32877672
chrX	32886290	32886457
chrX	32887183	32887280
chrX	32916713	32916998
chrX	32918085	32918386
chrX	32918536	32918608
chrX	32941940	32942340
chrX	32943710	32944550
chrX	32958100	32958195
chrX	32958238	32960068
chrX	32960833	32962050
chrX	32962665	32963040
chrX	32964435	32964730
chrX	32964830	32965210
chrX	33065557	33065560
chrX	33070183	33070238
chrX	33098430	33098680
chrX	33297821	33298340
chrX	33300065	33300112
chrX	33300974	33303636
chrX	33303906	33304019
chrX	33304331	33304392
chrX	33304658	33304950
chrX	33318825	33322897
chrX	33379130	33379370
chrX	33380440	33381100
chrX	33382170	33382540
chrX	33382720	33382904
chr2L	49770	49889
chr2L	55650	55826
chr2L	63700	64056
chr2L	197970	198063
chr2L	198403	198470
chr2L	203513	203640
chr2L	217430	217526
chr2L	228330	228460
chr2L	229833	229920
chr2L	240698	241576
chr2L	241813	242320
chr2L	242342	242422
chr2L	243540	245258
chr2L	246609	247053
chr2L	250467	250839
chr2L	251562	252167
chr2L	252477	253145
chr2L	253394	253896
chr2L	253918	254075
chr2L	278252	278370
chr2L	293500	293800
chr2L	322623	322697
chr2L	323215	323447
chr2L	323482	323670
chr2L	327714	327830
chr2L	327610	327697
chr2L	327882	328750
chr2L	328830	328930
chr2L	329251	329343
chr2L	344482	344614
chr2L	350867	350979
chr2L	351843	351906
chr2L	362540	362900
chr2L	367644	367692
chr2L	394524	394579
chr2L	408010	408288
chr2L	410081	410246
chr2L	410742	410797
chr2L	411257	415658
chr2L	418004	419845
chr2L	428215	428379
chr2L	526900	527079
chr2L	528503	528791
chr2L	556284	556818
