chrX	8770	9010	-0.146060193053843
chrX	94010	94590	-0.230977142850481
chrX	120980	121180	-0.0225506008125182
chrX	182510	183720	-0.306380328861493
chrX	197310	197620	-0.153124312103867
chrX	230610	230890	-0.1076658942832
chrX	274240	274560	0.369352883303375
chrX	274610	274960	0.326234563497273
chrX	293920	295230	0.0511174117458359
chrX	309660	310140	-0.0284134329998261
chrX	315790	316260	-0.296205772283387
chrX	381730	382040	0.0268623535934208
chrX	400730	401790	0.437139349934436
chrX	466230	466440	-0.0125833897479972
chrX	466790	467210	-0.13017565528179
chrX	467280	468490	-0.0837661070567678
chrX	487130	487780	0.286218371333635
chrX	509710	509930	-0.00762940493547536
chrX	563400	564480	-0.0561532113378011
chrX	574800	576000	-0.187019632335933
chrX	615330	616390	0.0902656725733015
chrX	627300	630030	1.00667723588873
chrX	646220	646650	0.232764270904321
chrX	701090	701690	-0.207248432024773
chrX	733450	734590	0.0344479231879528
chrX	741000	742050	-0.682413409204565
chrX	759280	759910	0.356646999593829
chrX	788060	788790	-1.19665605842316
chrX	813200	813520	-1.22013263104253
chrX	813890	814130	-0.433870372329151
chrX	814570	815210	-1.26070369316417
chrX	817490	817730	-0.635096256671157
chrX	818020	818480	-0.576102283549574
chrX	825100	835000	-0.0631212602368204
chrX	835800	838850	-0.0323687737931586
chrX	839460	840120	0.0591765139585312
chrX	843550	844830	0.35401655018407
chrX	864720	865430	-0.0636285332392056
chrX	917100	918110	0.0639645783797253
chrX	918280	920120	-0.233427803652545
chrX	920220	920490	-0.539885201933462
chrX	920650	922070	0.126726745791823
chrX	922540	923280	0.287036881806959
chrX	931790	932900	0.216817874044198
chrX	949930	950220	-0.372633214012183
chrX	966460	967260	0.36649841812481
chrX	979890	980740	0.20708450351321
chrX	981830	983260	-0.212231353464872
chrX	1010540	1011240	-0.107729252622601
chrX	1035230	1035600	0.249570869400273
chrX	1051330	1052360	0.0170505165044963
chrX	1062600	1063860	0.342128178512398
chrX	1099200	1099400	-0.507614487525267
chrX	1101060	1101270	0.665348387345758
chrX	1130560	1131030	0.56622403469223
chrX	1131550	1132860	-1.17573839263301
chrX	1156410	1156610	-0.367965062494583
chrX	1167760	1168200	-0.129623879541919
chrX	1195730	1196920	0.399556050359157
chrX	1222790	1223840	-0.271892849467778
chrX	1275170	1275860	-0.399982211241348
chrX	1325100	1325380	0.328976426122206
chrX	1338380	1338630	-0.0677148244055556
chrX	1374600	1374840	-0.180196317968419
chrX	1446740	1447060	0.772815013482852
chrX	1591470	1591690	-0.127673719558125
chrX	1624130	1625820	-0.12489482907981
chrX	1685360	1686000	0.500888942678058
chrX	1839290	1839820	-0.195346464758519
chrX	1859450	1860030	0.640661854472774
chrX	1906530	1906770	-0.398347554881303
chrX	1963800	1964010	0.0565335682652811
chrX	2012710	2013040	-0.0993574902912964
chrX	2014570	2014810	0.169569851900885
chrX	2015340	2015630	0.309071828006595
chrX	2016250	2018000	0.0954806309893668
chrX	2018270	2018470	0.378947858029136
chrX	2019220	2021270	-0.137121422574648
chrX	2021430	2021960	-0.0102572357145204
chrX	2022190	2022460	-0.487305654544144
chrX	2022710	2023950	-0.0734511360327632
chrX	2024170	2024920	0.366316353860919
chrX	2025070	2027430	0.00361821568260956
chrX	2027570	2028050	0.0595217189413137
chrX	2028390	2028610	0.037491185590751
chrX	2028790	2030300	0.0915096478972516
chrX	2030540	2032350	-0.103471785173975
chrX	2032440	2039470	-0.110939540201517
chrX	2039640	2040240	-0.165192109239108
chrX	2040500	2041890	-0.105619072141714
chrX	2042060	2043030	0.216796898283452
chrX	2047980	2048220	-0.0846006200721459
